2025-10-08 09:51:52,95.77,95.31,Jio 137.97.110.122
2025-10-08 10:03:03,86.91,93.56,Jio 137.97.110.122
2025-10-08 10:14:12,90.60,93.95,Jio 137.97.110.122
2025-10-08 10:25:23,94.39,93.48,Jio 137.97.110.122
2025-10-08 10:36:32,91.68,90.87,Jio 137.97.110.122
2025-10-08 10:47:39,92.38,94.55,Jio 137.97.110.122
2025-10-08 10:58:47,92.42,94.56,Jio 137.97.110.122
2025-10-08 11:09:54,92.13,95.09,Jio 137.97.110.122
2025-10-08 11:21:01,94.37,94.21,Jio 137.97.110.122
2025-10-08 11:32:08,94.28,94.76,Jio 137.97.110.122
2025-10-08 11:43:18,93.07,91.36,Jio 137.97.110.122
2025-10-08 11:54:29,92.73,94.69,Jio 137.97.110.122
2025-10-08 12:05:39,94.99,91.78,Jio 137.97.110.122
2025-10-08 12:16:50,92.23,89.05,Jio 137.97.110.122
2025-10-08 12:28:01,93.18,94.36,Jio 137.97.110.122
2025-10-08 12:33:55,87.84,94.45,Jio 137.97.110.122
2025-10-08 12:45:08,71.84,50.05,Jio 137.97.110.122
